RD_ID,RD_MESSAGE,RD_SCORE,RD_VISIT_DATE
3148268,"For a quieter experience, Karon Beach is a great spot. Has the beach chairs and umbrellas if needed with shops and restaurants just off the beach road.If you have kids, it is a bit deep as soon as you enter, but once past the initial waves it is great with nice clear warm water",4, May 2018
3148269,"Karon Beach was just a 7 minute walk from my hostel, and I went there every single day. It is WAAAAY less crowded than the popular Patong beach and way fewer people trying to sell you stuff, although there are some. There are a few restaurants right along the street, close enough to walk to and buy some food or nice, fruity drinks if you want some. I bought a coconut and inside was the strongest pina colada of my life, it was delicious. Mainly, this place is family friendly. I went by myself each day, no one bothered me and I saw a ton of people just enjoying themselves. Also, I mean LOOK at those pictures! The place is simply breathtaking!",5, February 2018
3148272,"Look, I see the appeal in parts. But from the majority of what I saw of Karon Beach, this is a dirty, unkempt beach area. We stayed across the street so it’s not like we didn’t see the beach. What I saw in large parts of the beach was trash, half-shanties, and one close encounter with a big rat. The few nicer areas brought this up to a three...just don’t come here expecting some pristine beach. The best way to enjoy it is to pick your spots carefully or enjoy the sunset from a nice bar overlooking the beach.",3, May 2018
3148273,I had a wonderful time... you can rent chairs on the beach... food vendors near... awesome time... no complaints,5, May 2018
3148274,Spent a couple of days on this beach as it was far less crowded than Patong beach. It has clean water and soft sand....could just do with a few more amenities!,4, May 2018
3148276,Beautiful beach with white send. Good restaurants are there near the beach where you can hangout. And this beach is near road side .,5, May 2018
3148277,"I love Karon compared to Kamala or Patong beach.It is peaceful there and the sand is pretty amazing. Sunset and sunrise must see! Although this area is quiet and less crowded like Patong, it is still walking distance to necessities like cheaper restaurants, 711, massage parlor, market. Kamala, although it is nice and quiet,  is way far and must take taxi to get to the main city. You'll always end up eating in the hotel.Strongly recommend Karon!",4, May 2018
3148278,Amazing beach Very clean and not much crowded good for families and couples to visit there are many activities available in beach boat ride etc.,5, May 2018
3148280,"Like this beach. Walking early morning catch the warm sea bath,wonderful warm sea in April.   Escape from cold weather from Edmonton , Canada.   We enjoys the beach,the sun, and get Tan for home.   At the beach we can excercise, Gym equipments on the side road near the beach.   We can use most of morning, It always too hot  at noon. There are play ground for children free to public.   I like the beach, we did not stay to see Sun Set,but the sun set into the sea.  The new project,will be safety camera on the beach.   I wish to visit this beach again.   You should visit,it is clean and safe. Enjoy The Sun and the Sand.",4, April 2018
3148281,Gorgeous white sand beach. Practically had it all to ourselves. Life savers had their flags up but ocean was quite calm. No one hassles you. Much more peaceful than Patong.Just a short stroll down the hill from our resort,4, May 2018
3148282,"Nice beach close to Karon Town. Lot's of activities on beach such as jetski hire, tubing, parasailing, massages.",5, April 2018
3148283,"Just stayed in Karon Beach, a lovely and quiet beach in Phuket with restaurant choices, shops and everything you need. Please however stay at the northern end where the small town is, as the beach is clean there. Unfortunately we took a walk all the way along the beach and half way down, the beach is just full of litter, it's EVERYWHERE and also in the sea. Why can't people take their litter with them or put it in a bin? It's unfortunately ruined half the beach so we turned back to our usual spot in the northern end! I'm assuming they only clean the northern end as it's where the town, and most of the hotels, are. A fun beach with big waves and soft sand, just choose the right end!!",4, May 2018
3148285,"I walked along this beach during my stay in the Karon area and have to say it was much quieter than Kata beach, although it could have been just a coincidence. Seemed pretty clean and the sand was lovely; wish I'd have had the chance to stay  around for longer, as there seemed to be a nice chilled out vibe to the place. Would definitely go back.",4, January 2018
3148286,I never seen so clean beach. Very quietbeach to relax and enjoying holiday no body coming to disturb no vender easy to hire chair and get local food that I love.,5, May 2018
